Ticker,Group,BreakFeven Price,1% at Risk,3% at Risk,5% at Risk,Proposed Price
RAL,B,101200,140677.93,150780.34,156804.4,150800
THT,B,6350,10240.16,11360.87,11976.45,11350
RDP,C,2750,4900.0,5682.139999999999,6107.0,4900
TIG,B,6630,10361.86,11459.3,12011.4,11450
REE,A,38350,50473.33,53628.93,55322.65,55300
TJC,A,3820,6692.04,7672.0,8200.2,8200
RIC,C,4480,8831.67,10208.43,10966.0,8830
TKC,D,1180,2830.76,3404.0,3759.0,1180
ROS,C,1160,2160.0,2521.0,2719.0,2160
TKU,B,4190,11191.89,13850.0,15307.900000000001,13850
S4A,C,18350,22735.32,23706.92,24191.0,22750
TMB,A,6390,11841.0,13402.14,14219.45,14200
SAB,A,84800,110616.24,117091.12,120660.20000000001,120700
TMC,B,4290,6451.0,7043.0,7346.1,7040
SAM,C,4960,7429.0,8138.0,8511.1,7430
TMX,A,3540,6116.12,6899.36,7323.6,7320
SAV,B,6710,12177.08,13871.31,14768.85,13850
TNG,C,10550,16649.03,18733.86,19866.3,16650
SBA,B,12900,15322.69,15871.0,16198.0,15850
TPH,C,5810,7893.0,8396.0,8706.35,7890
SBT,B,5140,9430.28,10767.84,11477.0,10750
TPP,D,3570,6145.47,6835.0,7210.0,3570
SBV,C,6980,9679.0,10547.0,10995.0,9680
TSB,B,6490,8728.24,9293.72,9626.0,9290
SC5,C,8040,13372.07,14803.84,15572.0,13350
TST,C,1730,3776.2,4376.0,4713.0,3780
SCD,B,7570,11393.960000000001,12295.0,12773.0,12300
TTC,A,6320,9558.02,10523.53,11008.1,11000
SCR,B,4740,7400.12,8101.0,8543.2,8100
TTH,B,1000,2113.36,2470.0,2673.0,2470
SCS,A,83600,102532.1,107105.24,109441.8,109400
TTT,A,15750,23624.48,26353.329999999998,27788.85,27800
SFC,A,8780,14350.2,15764.2,16542.0,16550
TTZ,B,860,1883.0,2203.0,2376.0,2200
SFG,B,5810,8360.09,9186.0,9594.0,9190
TV3,C,5820,9063.58,10001.0,10510.45,9060
SFI,A,25400,34955.74,37559.76,38808.65,38800
TV4,A,8290,10866.14,11493.0,11817.0,11800
SGN,A,43900,53651.84,56050.12,57246.2,57200
TVC,A,3490,6494.48,7594.219999999999,8193.85,8190
SGR,B,4670,9155.22,10589.66,11346.05,10600
TVD,C,5590,9281.67,10380.01,10978.0,9280
SGT,C,11350,18114.35,20087.55,21295.25,18100
SHA,C,4060,5674.64,6199.92,6471.2,5670
TXM,B,740,1768.91,2178.73,2418.0,2180
SHI,C,6010,9726.0,10806.5,11337.0,9730
UNI,C,1270,3534.2799999999997,4394.0,4878.200000000001,3530
SHP,C,12650,17378.4,18479.4,19058.0,17400
V12,C,4110,6678.74,7430.219999999999,7828.0,6680
SII,C,5200,8885.52,9839.52,10366.0,8890
SJD,A,12300,15042.0,15717.25,16051.75,16050
SJF,B,3190,4703.9,5258.94,5568.9,5260
V21,C,1530,3655.55,4362.65,4772.0,3660
SJS,B,31050,42045.46,45371.98,47202.5,45350
SKG,A,7910,11148.4,11959.2,12462.0,12450
SMA,C,1530,3253.04,3862.0,4256.0,3250
SMB,A,27000,33176.12,34591.36,35419.3,35400
SMC,A,12350,21860.87,25423.879999999997,27393.450000000004,27400
SPM,B,7350,10850.4,11895.0,12421.6,11900
SRC,D,8860,12687.2,13809.2,14422.0,8860
SRF,C,6360,8766.0,9414.0,9732.35,8770
SSC,B,11050,20753.55,23354.55,24758.25,23350
ST8,A,4720,6834.03,7343.0,7618.15,7620
VBC,C,10150,15737.9,17543.85,18363.0,15750
STG,A,11050,16365.72,17734.0,18585.6,18600
VC1,C,4360,6877.0,7633.0,8014.0,6880
VC2,C,13950,21942.88,24340.16,25498.9,21950
STK,A,29950,38873.56,41377.93,42970.3,42950
VC3,B,13450,18230.56,19442.0,20162.0,19450
SVC,B,31800,49032.63,53423.63,55730.7,53400
VC6,C,2260,4232.47,4832.0,5144.0,4230
SVD,C,2530,4324.0,4962.0,5300.0,4320
VC7,C,2630,5570.19,6847.139999999999,7563.0,5570
SVI,B,24050,40147.0,44295.06,46555.8,44300
SVT,A,4700,7721.52,8592.0,9050.0,9050
VC9,D,1810,3329.7200000000003,3848.0,4149.0,1810
VCC,C,6070,10046.15,11275.65,11906.75,10050
SZC,B,10300,20965.0,24460.0,26278.300000000003,24450
SZL,A,30300,38609.7,40689.1,41732.25,41750
VCM,B,5200,8356.41,9266.23,9768.0,9270
TAC,B,26750,37650.0,40338.56,42011.3,40350
VCS,A,65600,88874.09,95198.08,98263.8,98300
TBC,A,18750,23088.38,24107.0,24679.0,24700
VDL,Not enough data,4710,9036.0,10250.61,10954.0,Not enough data
VE1,A,860,1888.0,2181.0,2343.0,2340
TCD,B,11950,17294.6,19107.13,20010.15,19100
VE2,C,5970,8493.17,9175.0,9539.0,8490
TCH,A,4430,7660.76,8685.66,9320.0,9320
VE3,C,770,2035.47,2526.41,2829.0,2040
TCL,A,16250,24101.13,26216.0,27345.95,27350
VE4,C,6470,15259.68,18185.14,19810.7,15250
TCM,B,27400,41207.0,44493.4,46499.0,44500
VE8,C,1960,3703.38,4257.139999999999,4548.0,3700
TCO,A,5280,10951.12,12918.72,14090.900000000001,14100
VGP,A,7720,13605.69,15159.69,16027.15,16050
TCR,C,670,1569.2599999999998,1881.0,2051.0,1570
VGS,A,5300,10994.84,13265.0,14589.9,14600
TCT,A,15100,20927.17,22289.51,22970.85,22950
TDC,D,5510,9816.9,11082.85,11812.75,5510
VHE,B,680,2053.0,2578.8599999999997,2885.1000000000004,2580
TDG,C,1350,2747.0,3207.0,3484.8500000000004,2750
VHL,B,8890,13166.45,14603.35,15364.0,14600
TDH,A,2630,4731.0,5383.0,5760.950000000001,5760
VIE,C,1730,2890.0,3176.09,3337.15,2890
TDM,A,17750,22976.05,24207.3,24961.25,24950
VIF,A,6470,9952.0,10869.0,11346.0,11350
TDP,C,10350,15694.3,17181.0,17949.0,15700
VIT,C,6330,9723.37,10626.22,11187.0,9720
VKC,C,2300,4704.76,5467.0,5914.8,4700
TDW,A,6190,12563.810000000001,14915.13,16230.1,16250
VLA,A,6440,10615.2,11752.0,12358.0,12350
TEG,A,3160,5499.0,6361.0,6833.85,6830
VMC,C,5240,7341.0,7938.63,8272.05,7340
TGG,A,13450,19989.56,22392.16,23428.2,23450
VMS,B,4480,7720.4400000000005,8710.16,9271.0,8710
THG,B,44400,56541.16,59394.0,61131.0,59400
VNC,A,8630,15977.14,18254.85,19483.9,19500
THI,C,12800,18118.74,19362.329999999998,20063.85,18100
VNF,A,4530,9051.82,10393.0,11101.0,11100
TIP,A,19700,27122.78,29438.68,30705.0,30700
TIX,A,10850,16422.76,18330.76,19347.6,19350
VNT,B,3610,11468.02,14955.06,17354.1,14950
VSA,A,8650,13720.52,15395.78,16200.15,16200
TLD,C,1200,2558.0,3022.0,3269.9,2560
VSM,A,7870,12679.92,14318.88,15125.8,15150
TLG,A,23150,30063.68,32065.02,33100.0,33100
VTC,C,3740,6938.32,7826.0,8324.0,6940
TLH,A,9420,13982.9,15722.25,16355.0,16350
VTH,B,3350,5232.78,5710.34,5968.0,5710
TMP,A,26100,34092.85,35916.0,36872.7,36850
VTJ,B,1270,2264.58,2592.0,2778.0,2590
TMS,A,26450,41016.6,45334.36,47416.0,47400
VTL,Not enough data,4470,7387.63,8151.0,8574.0,Not enough data
TMT,C,1880,4223.0,5034.0,5466.0,4220
VTV,C,2360,4053.0,4517.0,4751.0,4050
TN1,A,8720,15561.119999999999,17597.59,18700.65,18700
VXB,C,4700,7317.0,8163.0,8640.85,7320
TNA,B,6810,9673.0,10535.43,10991.05,10550
WCS,A,103900,133701.3,141301.0,145093.15,145100
X20,Not enough data,2030,4074.7,4664.1,5002.0,Not enough data
TNC,A,9010,15989.6,18110.0,19231.0,19250
PRE,B,9540,13701.89,14739.0,15274.0,14750
TNH,A,17150,24902.74,27189.46,28343.0,28350
PTI,B,12450,19541.0,21923.69,23159.2,21900
TNI,B,1630,2443.3,2676.0,2798.0,2680
PVI,A,21950,29513.19,31908.85,33285.0,33300
TNT,A,4080,5749.0,6195.34,6557.8,6560
VNR,B,18550,26437.86,28635.4,29693.6,28650
APS,B,3110,7118.58,8612.0,9579.95,8610
TPC,C,2410,4633.0,5283.91,5623.0,4630
TRA,A,49750,65303.18,69031.28,71294.0,71300
ART,B,640,2157.0,2768.0,3130.3500000000004,2770
TRC,C,17400,26493.0,28835.0,30019.0,26500
BVS,B,9660,17155.88,19460.46,20568.0,19450
TSC,A,4000,5767.0,6431.6,6790.0,6790
EVS,A,3790,9226.81,11175.43,12317.1,12300
TTA,C,6800,9348.0,10138.0,10547.75,9350
HBS,B,2610,5313.86,6105.0,6596.3,6100
TTB,D,1660,3050.78,3502.0,3787.0,1660
IVS,B,1720,3650.0,4407.55,4831.25,4410
TTE,C,1700,3528.19,4138.1900000000005,4503.0,3530
MBS,B,10500,17747.56,20087.32,21211.2,20100
TTF,C,1490,2942.54,3407.62,3680.0,2940
PSI,D,1280,3402.86,4175.0,4649.65,1280
TV2,B,23300,34444.46,37463.84,39011.3,37450
SHS,A,13400,21456.54,23906.0,25302.8,25300
TVT,B,13350,18400.78,19958.0,20763.0,19950
VIG,D,1800,3761.12,4437.0,4827.0,1800
TYA,B,12000,15130.0,15886.8,16333.0,15900
UDC,D,1600,3126.87,3617.0,3881.0,1600
WSS,A,2760,5234.04,6075.68,6482.8,6480
UIC,A,30250,40851.75,43444.0,44971.5,44950
VAF,A,2240,4817.27,5622.0,6047.45,6050
VCA,A,7310,10617.92,11680.76,12176.0,12200
VCF,A,116400,155599.72,167488.76,173500.0,173500
VCG,C,21400,28514.18,30128.0,30999.9,28500
VDP,C,16550,23217.69,25224.73,26272.6,23200
VFG,B,23500,33730.95,36453.57,37866.0,36450
VGC,B,16050,22772.42,24477.42,25513.0,24500
VHC,B,16750,28432.0,31818.15,33592.0,31800
VHM,A,30750,46355.23,50670.0,52898.05,52900
VIC,B,40700,56797.95,61109.85,63289.75,61100
VID,B,1700,3501.15,4126.15,4525.0,4130
VIP,A,4260,6774.0,7444.0,7866.75,7870
VIS,B,4620,8389.26,9562.0,10250.0,9560
VJC,C,78900,97415.29,102432.67,104795.9,97400
VMD,B,7830,15420.92,18068.88,19587.45,18050
VNE,C,3790,5646.0,6145.0,6437.15,5650
VNG,B,7000,9256.34,9829.0,10120.0,9830
VNL,A,6730,12550.2,14383.2,15431.5,15450
VNM,A,50600,63627.23,66799.26,68539.55,68500
VNS,B,4200,6170.0,6721.0,7010.0,6720
VOS,A,8890,12824.0,14813.0,15708.0,15700
VPD,C,9720,12275.96,12948.0,13314.0,12300
VPG,A,36200,46596.36,48945.22,50237.9,50200
VPH,B,1430,2718.0,3135.0,3379.0,3140
VPI,D,20800,28605.8,30664.0,31705.0,20800
VPS,B,2480,5578.31,6598.0,7172.0,6600
VRC,B,2680,4659.0,5373.0,5757.0,5370
VRE,A,12800,18233.8,19699.0,20437.0,20450
VSC,A,30350,41937.59,44793.0,46555.75,46550
VSH,C,15400,20656.67,21924.0,22706.45,20650
VSI,C,4280,8056.38,9234.0,9915.0,8060
VTB,A,5390,7771.02,8357.0,8662.0,8660
VTO,B,6150,8627.28,9411.42,9767.7,9410
YBM,C,3350,4879.0,5379.0,5644.0,4880
YEG,C,3780,6575.0,7280.0,7681.05,6580
BIC,A,13150,18323.43,19871.47,20643.9,20650
BMI,A,15900,24093.3,26305.3,27547.5,27550
BVH,A,19550,31530.84,34950.19,36807.3,36800
MIG,A,12900,17658.24,19133.87,19992.65,20000
PGI,A,11200,17017.6,18506.4,19284.0,19300
AGR,B,6220,9773.9,10855.5,11356.5,10850
APG,B,3670,6929.99,7949.97,8525.0,7950
BSI,B,4940,10752.0,12738.99,13825.95,12750
CTS,A,9890,16237.3,17867.85,18927.0,18950
FTS,B,15500,27222.32,30980.88,33304.6,31000
HCM,A,10500,19599.0,22612.29,24497.15,24500
SSI,A,13550,22315.74,24793.22,26301.85,26300
TVB,A,3750,7516.73,8922.95,9738.0,9740
TVS,A,17550,24038.26,25801.35,26763.15,26750
VCI,A,11350,23939.42,28003.260000000002,30434.9,30450
VDS,B,12400,19829.61,21859.95,23009.95,21850
VIX,B,3490,7111.12,8283.0,8930.3,8280
VND,A,9200,19164.8,22496.7,24300.75,24300
