Ticker,Group,BreakFeven Price,1% at Risk,3% at Risk,5% at Risk,Proposed Price
TJC,A,3650,6419.52,7368.78,7876.0,7880
TKC,D,1110,2653.0,3191.0,3522.0,1110
PXS,C,1560,2982.1800000000003,3465.0,3726.0,2980
TKU,B,4520,12045.92,14898.64,16466.0,14900
QBS,B,980,1964.5,2261.0,2417.75,2260
TMB,A,7440,13520.2,15264.2,16192.0,16200
QCG,C,1700,3062.0,3484.0,3731.0,3060
TMC,B,4250,6386.96,6974.0,7273.0,6970
RAL,B,102400,141895.6,152518.6,158172.5,152500
TMX,A,3920,6702.54,7575.62,8024.700000000001,8020
RDP,C,2890,5071.0,5882.0,6329.0,5070
REE,A,39150,51486.56,54709.84,56418.8,56400
TNG,C,10500,16621.1,18710.5,19813.0,16600
TPH,C,5810,7893.0,8396.0,8706.35,7890
RIC,C,4630,9129.18,10560.58,11344.0,9130
TPP,D,3570,6145.47,6835.0,7210.0,3570
ROS,C,1120,2107.54,2454.0,2646.0,2110
TSB,B,6710,8980.48,9567.11,9890.85,9570
S4A,C,18250,22639.04,23603.02,24097.0,22650
SAB,A,82200,107372.08,113629.08,117152.4,117200
TST,C,1990,4317.08,4994.0,5373.0,4320
SAM,C,4280,6414.83,7011.0,7346.0,6410
TTC,A,5970,9260.84,10137.08,10664.2,10650
SAV,B,6680,12187.7,13898.0,14803.0,13900
TTH,B,1030,2178.0,2538.0,2742.2,2540
SBA,B,13150,15611.0,16166.0,16505.0,16150
TTT,A,16350,24487.86,27266.87,28783.15,28800
SBT,B,5040,9264.0,10582.0,11283.9,10600
TTZ,B,820,1799.2,2110.6,2281.0,2110
SBV,C,6650,9303.37,10141.0,10575.85,9300
TV3,C,5960,9260.22,10223.98,10740.0,9260
SC5,C,8310,13743.56,15211.92,16004.2,13750
TV4,A,8450,11048.84,11675.0,12005.0,12000
SCD,B,7490,11298.44,12196.0,12669.0,12200
TVC,A,3570,6596.16,7731.48,8357.8,8360
TVD,C,6720,10958.6,12226.8,12854.0,10950
SCR,B,4550,7348.92,8130.76,8530.6,8130
SCS,A,84500,103511.0,108118.1,110417.7,110400
TXM,B,770,1834.8600000000001,2245.58,2490.0,2250
SFC,A,9000,14655.59,16082.59,16859.65,16850
UNI,C,1240,3442.0,4277.0,4741.0,3440
SFG,B,5750,8301.23,9101.0,9527.0,9100
SFI,A,25850,35367.32,38052.0,39281.25,39300
V12,C,4370,7158.17,7965.51,8372.0,7160
SGN,A,43950,53590.0,55958.72,57139.0,57100
V21,C,1420,3447.08,4114.0,4498.4,3450
SGR,B,4770,9333.63,10778.779999999999,11557.0,10800
SGT,C,11100,17776.0,19805.0,21005.5,17800
SHA,C,3810,5285.42,5751.0,6014.0,5290
SHI,C,6190,9983.9,11094.0,11632.0,9980
SHP,C,12950,17688.8,18810.7,19385.0,17700
SII,C,4550,7711.18,8506.0,8975.0,7710
SJD,A,13350,16195.31,16887.0,17240.0,17250
SJF,B,3010,4872.0,5375.44,5703.1,5380
SJS,B,30700,41564.01,44878.29,46761.05,44900
SKG,A,7130,10050.9,10782.01,11233.45,11250
SMA,C,1560,3310.7200000000003,3926.79,4323.65,3310
VBC,C,10600,16552.44,18141.0,19141.1,16550
SMB,A,26250,32329.7,33770.2,34546.0,34550
VC1,C,4360,6877.02,7635.0,8014.1,6880
VC2,C,13500,20858.06,23067.06,24412.7,20850
SMC,A,12050,21302.81,24757.62,26659.7,26650
VC3,B,13350,18134.7,19340.64,20060.4,19350
SPM,B,7700,11308.0,12403.46,12939.0,12400
VC6,C,2240,4179.0,4770.05,5079.75,4180
SRC,D,9490,13465.42,14663.0,15294.55,9490
VC7,C,2760,5834.08,7154.48,7888.0,5830
SRF,C,6410,8621.13,9255.0,9573.65,8620
SSC,B,11000,20591.12,23201.56,24605.800000000003,23200
VC9,D,1830,3365.8,3893.3999999999996,4198.0,1830
ST8,A,4800,6947.0,7465.0,7746.0,7750
VCC,C,5220,8639.13,9695.0,10241.0,8640
STG,A,10900,16095.48,17429.22,18264.0,18250
VCM,B,5320,8515.43,9441.29,9947.0,9440
VCS,A,65900,89219.91,95608.66,98773.2,98800
STK,A,27650,35936.39,38438.41,39860.9,39850
VDL,Not enough data,4690,9013.78,10219.67,10934.45,Not enough data
SVC,B,31150,48257.08,52564.28,54807.8,52600
VE1,A,900,1953.0,2251.0,2417.0,2420
SVD,C,2480,4257.0,4888.0,5224.0,4260
VE2,C,5970,8493.17,9175.0,9539.0,8490
SVI,B,24100,40169.5,44334.0,46588.5,44350
VE3,C,770,2037.0,2526.26,2829.1000000000004,2040
SVT,A,4910,8031.0,8922.47,9404.900000000001,9400
VE4,C,7870,17727.98,21019.94,23088.800000000003,17750
SZC,B,10100,20259.59,23581.72,25305.65,23600
VE8,C,1800,3566.29,4063.0,4326.0,3570
SZL,A,29500,37628.8,39678.0,40691.0,40700
VGP,A,7690,13588.5,15141.0,16003.0,16000
TAC,B,25400,35885.4,38539.6,40079.5,38550
VGS,A,5330,11004.99,13303.880000000001,14636.900000000001,14650
TBC,A,20050,24529.4,25555.0,26179.4,26200
VHE,B,650,2012.5500000000002,2524.0,2828.0,2520
VHL,B,8750,12977.28,14397.52,15151.0,14400
TCD,B,5350,11207.18,13165.0,14186.45,13150
VIE,C,1730,2890.0,3176.09,3337.15,2890
TCH,A,4580,7912.63,8972.42,9625.35,9630
VIF,A,6640,10230.0,11161.04,11636.0,11650
TCL,A,15650,23211.1,25215.3,26349.75,26350
VIT,C,6480,9947.8,10865.0,11439.0,9950
TCM,B,27550,41349.48,44618.12,46661.2,44600
VKC,C,4190,6913.9,7863.14,8399.0,6910
TCO,A,4860,10047.08,11870.0,12947.300000000001,12950
VLA,A,6440,10615.43,11753.0,12359.05,12350
TCR,C,850,1623.0,1923.0,2094.0,1620
VMC,C,5060,7151.0,7726.0,8050.0,7150
TCT,A,15100,20913.87,22301.0,22996.35,23000
VMS,B,4730,8184.2,9206.0,9804.75,9210
TDC,D,5530,9846.0,11127.0,11850.0,5530
VNC,A,7860,14562.86,16620.93,17722.0,17700
TDG,C,1390,2791.0,3266.05,3548.75,2790
VNF,A,4280,8541.34,9815.51,10485.85,10500
TDH,A,2650,4733.28,5377.0,5756.4,5760
TDM,A,17800,23054.0,24295.0,25046.0,25050
VNT,B,3580,11417.05,14901.03,17297.0,14900
TDP,C,9760,14848.72,16277.0,17009.6,14850
VSA,A,8900,14146.76,15877.0,16735.45,16750
VSM,A,7870,12679.92,14318.88,15125.8,15150
TDW,A,6210,12598.62,14958.15,16271.0,16250
VTC,C,3780,7015.46,7919.92,8418.1,7020
TEG,A,3150,5481.35,6340.0,6813.75,6810
VTH,B,3480,5418.48,5907.0,6169.0,5910
TGG,A,16350,23339.8,26581.0,27545.0,27550
THG,B,42050,53496.16,56236.16,57880.0,56200
VTJ,B,1190,2154.15,2470.0,2654.75,2470
THI,C,12650,18316.84,19607.68,20293.0,18300
VTL,Not enough data,4050,6798.37,7515.0,7906.0,Not enough data
TIP,A,18800,26091.0,28371.28,29553.9,29550
VTV,C,2440,4184.38,4658.07,4899.0,4180
TIX,A,5370,11333.9,13311.4,14436.0,14450
VXB,C,4820,7517.38,8401.38,8908.2,7520
WCS,A,105800,136057.31,143792.37,147639.65,147600
TLD,C,1070,2426.83,2872.0,3122.0,2430
X20,Not enough data,2010,4025.12,4609.36,4941.0,Not enough data
TLG,A,22550,28815.8,30796.68,31811.6,31800
PRE,B,9360,13451.88,14479.64,15008.0,14500
TLH,A,9070,13473.89,15226.56,15791.25,15800
PTI,B,12950,20211.91,22638.91,23922.85,22650
TMP,A,24950,32768.82,34579.23,35482.15,35500
PVI,A,23950,31754.04,34303.56,35804.6,35800
TMS,A,26450,40971.73,45286.68,47359.85,47350
VNR,B,17650,25215.16,27298.42,28339.0,27300
APS,B,3150,7205.0,8709.0,9685.85,8710
TMT,C,1880,4233.68,5048.0,5482.0,4230
TN1,A,8840,15770.18,17818.66,18938.7,18950
ART,B,640,2165.0,2778.0,3140.75,2780
TNA,B,6280,8929.79,9725.369999999999,10148.0,9730
BVS,B,9580,17024.32,19326.96,20426.65,19350
EVS,A,3740,9120.8,11040.4,12162.0,12150
TNC,A,8110,14524.71,16490.0,17537.65,17550
HBS,B,2560,5216.31,5976.86,6472.55,5980
TNH,A,16900,24614.81,26901.0,28051.05,28050
IVS,B,1730,3715.6000000000004,4483.7,4924.5,4480
TNI,B,1620,2415.0,2644.0,2765.0,2640
MBS,B,10250,17396.24,19690.96,20801.4,19700
TNT,A,4120,5823.89,6273.0,6637.0,6640
PSI,D,1280,3410.93,4181.79,4658.65,1280
SHS,A,13000,20889.25,23313.32,24683.35,24700
TPC,C,2310,4475.0,5106.88,5431.0,4480
TRA,A,50200,65743.25,69601.75,71873.25,71900
VIG,D,1770,3755.1,4434.3,4828.0,1770
TRC,C,16700,25457.96,27719.66,28830.4,25450
WSS,A,2720,5214.27,6033.83,6465.0,6460
TSC,A,4000,5805.52,6477.0,6845.0,6840
TTA,C,6530,9017.73,9793.0,10193.65,9020
TTB,D,1630,3005.0,3451.0,3732.0,1630
TTE,C,1590,3295.99,3868.0,4209.0,3300
TTF,C,1380,2822.17,3290.0,3541.0,2820
TV2,B,23700,35019.73,38065.0,39642.3,38050
TVT,B,13150,18119.0,19660.15,20442.1,19650
TYA,B,12100,15228.31,15989.86,16434.0,16000
UDC,D,1620,3162.85,3661.55,3928.25,1620
UIC,A,30450,41114.82,43740.23,45259.25,45250
VAF,A,2470,5278.0,6134.0,6605.0,6600
VCA,A,7040,10548.48,11453.44,12021.0,12000
VCF,A,121000,165065.96,177091.94,183200.85,183200
VCG,C,21200,28301.1,29903.95,30769.75,28300
VDP,C,16250,22839.28,24822.42,25847.7,22850
VFG,B,23700,33977.56,36714.17,38143.9,36700
VGC,B,16100,22840.71,24544.26,25595.55,24550
VHC,B,16800,27157.59,30323.77,32254.65,30300
VHM,A,31100,46826.6,51182.3,53412.5,53400
VIC,B,40350,56327.8,60598.8,62764.0,60600
VID,B,1630,3567.0,4232.0,4595.0,4230
VIP,A,2790,4836.34,5582.0,5999.700000000001,6000
VIS,B,4600,8357.0,9526.89,10216.15,9530
VJC,C,79200,97779.56,102818.34,105195.15,97800
VMD,B,8140,15866.16,18651.04,20194.6,18650
VNE,C,4030,5808.0,6372.0,6648.0,5810
VNG,B,6880,9126.0,9695.0,9981.0,9700
VNL,A,6220,11588.26,13235.78,14204.3,14200
VNM,A,50300,63376.26,66507.0,68241.3,68200
VNS,B,3850,5868.0,6368.0,6632.0,6370
VOS,A,8000,11632.95,13504.43,14271.85,14250
VPD,C,9840,12398.6,13081.0,13444.0,12400
VPG,A,35350,45478.4,47789.3,49039.0,49050
VPH,B,1400,2594.52,2998.56,3230.0,3000
VPI,D,20700,28529.12,30582.0,31615.0,20700
VPS,B,2470,5595.54,6618.0,7189.85,6620
VRC,B,2700,4668.05,5371.0,5743.0,5370
VRE,A,12950,18444.0,19913.0,20662.0,20650
VSC,A,28850,39845.06,42610.58,44289.3,44300
VSH,C,15900,21349.0,22656.94,23463.0,21350
VSI,C,4280,8053.0,9233.17,9921.0,8050
VTB,A,5420,7819.0,8400.0,8715.3,8720
VTO,B,6010,8442.07,9207.21,9561.0,9210
YBM,C,3340,4874.2300000000005,5372.0,5638.0,4870
YEG,C,3800,6597.0,7303.87,7707.0,6600
BIC,A,13000,18173.48,19713.22,20464.35,20450
BMI,A,16350,24710.16,26918.92,28197.4,28200
BVH,A,19600,31603.8,34954.8,36811.0,36800
MIG,A,12550,17273.84,18695.42,19567.7,19550
PGI,A,11200,17043.88,18539.0,19312.7,19300
AGR,B,6220,9786.78,10878.02,11377.5,10900
APG,B,3790,7155.0,8205.73,8807.55,8210
BSI,B,4750,10283.74,12176.0,13204.85,12200
CTS,A,9840,16055.3,17580.38,18613.6,18600
FTS,B,14550,25528.37,29042.0,31213.0,29050
HCM,A,10700,19933.84,22996.26,24912.0,24900
SSI,A,13150,21725.6,24122.76,25604.8,25600
TVB,A,3760,7526.67,8933.02,9747.0,9750
TVS,A,17900,24460.83,26233.77,27223.0,27200
VCI,A,10900,23061.9,27018.61,29358.25,29350
VDS,B,12050,19443.02,21408.02,22666.95,21400
VIX,B,3440,7040.0,8230.0,8866.3,8230
VND,A,9090,18915.94,22203.94,23982.9,24000
